time,altitude,velocity,acceleration,fuel_mass,pitch_angle,throttle,parachute,downrange,horizontal_velocity
114.5,45777.56,-57.4,-9.664,0.0,45.0,0.3,0,66213.14,661.79
114.55,45774.67,-57.89,-9.664,0.0,45.0,0.3,0,66246.22,661.77
114.6,45771.75,-58.37,-9.664,0.0,45.0,0.3,0,66279.31,661.75
114.65,45768.81,-58.85,-9.664,0.0,45.0,0.3,0,66312.4,661.72
114.7,45765.84,-59.34,-9.664,0.0,45.0,0.3,0,66345.48,661.7
114.75,45762.85,-59.82,-9.664,0.0,45.0,0.3,0,66378.57,661.68
114.8,45759.83,-60.3,-9.664,0.0,45.0,0.3,0,66411.65,661.66
114.85,45756.79,-60.79,-9.663,0.0,45.0,0.3,0,66444.73,661.64
114.9,45753.73,-61.27,-9.663,0.0,45.0,0.3,0,66477.81,661.62
114.95,45750.64,-61.75,-9.663,0.0,45.0,0.3,0,66510.89,661.6
115.0,45747.53,-62.24,-9.663,0.0,45.0,0.3,0,66543.97,661.57
115.05,45744.4,-62.72,-9.663,0.0,45.0,0.3,0,66577.05,661.55
115.1,45741.24,-63.2,-9.663,0.0,45.0,0.3,0,66610.12,661.53
115.15,45738.05,-63.69,-9.663,0.0,45.0,0.3,0,66643.2,661.51
115.2,45734.84,-64.17,-9.663,0.0,45.0,0.3,0,66676.27,661.49
115.25,45731.61,-64.65,-9.663,0.0,45.0,0.3,0,66709.35,661.47
115.3,45728.35,-65.14,-9.663,0.0,45.0,0.3,0,66742.42,661.44
115.35,45725.07,-65.62,-9.663,0.0,45.0,0.3,0,66775.49,661.42
115.4,45721.77,-66.1,-9.663,0.0,45.0,0.3,0,66808.56,661.4
115.45,45718.44,-66.58,-9.663,0.0,45.0,0.3,0,66841.63,661.38
115.5,45715.09,-67.07,-9.663,0.0,45.0,0.3,0,66874.7,661.36
115.55,45711.71,-67.55,-9.663,0.0,45.0,0.3,0,66907.77,661.34
115.6,45708.31,-68.03,-9.663,0.0,45.0,0.3,0,66940.83,661.32
115.65,45704.88,-68.52,-9.663,0.0,45.0,0.3,0,66973.9,661.29
115.7,45701.43,-69.0,-9.663,0.0,45.0,0.3,0,67006.96,661.27
115.75,45697.96,-69.48,-9.662,0.0,45.0,0.3,0,67040.02,661.25
115.8,45694.46,-69.97,-9.662,0.0,45.0,0.3,0,67073.08,661.23
115.85,45690.94,-70.45,-9.662,0.0,45.0,0.3,0,67106.14,661.21
115.9,45687.39,-70.93,-9.662,0.0,45.0,0.3,0,67139.2,661.19
115.95,45683.82,-71.42,-9.662,0.0,45.0,0.3,0,67172.26,661.16
116.0,45680.22,-71.9,-9.662,0.0,45.0,0.3,0,67205.32,661.14
116.05,45676.6,-72.38,-9.662,0.0,45.0,0.3,0,67238.37,661.12
116.1,45672.96,-72.87,-9.662,0.0,45.0,0.3,0,67271.43,661.1
116.15,45669.29,-73.35,-9.662,0.0,45.0,0.3,0,67304.48,661.08
116.2,45665.6,-73.83,-9.662,0.0,45.0,0.3,0,67337.54,661.06
116.25,45661.89,-74.31,-9.662,0.0,45.0,0.3,0,67370.59,661.04
116.3,45658.15,-74.8,-9.662,0.0,45.0,0.3,0,67403.64,661.01
116.35,45654.38,-75.28,-9.662,0.0,45.0,0.3,0,67436.69,660.99
116.4,45650.59,-75.76,-9.662,0.0,45.0,0.3,0,67469.74,660.97
116.45,45646.78,-76.25,-9.662,0.0,45.0,0.3,0,67502.78,660.95
116.5,45642.94,-76.73,-9.662,0.0,45.0,0.3,0,67535.83,660.93
116.55,45639.08,-77.21,-9.661,0.0,45.0,0.3,0,67568.88,660.91
116.6,45635.2,-77.7,-9.661,0.0,45.0,0.3,0,67601.92,660.89
116.65,45631.29,-78.18,-9.661,0.0,45.0,0.3,0,67634.96,660.86
116.7,45627.36,-78.66,-9.661,0.0,45.0,0.3,0,67668.01,660.84
116.75,45623.4,-79.15,-9.661,0.0,45.0,0.3,0,67701.05,660.82
116.8,45619.42,-79.63,-9.661,0.0,45.0,0.3,0,67734.09,660.8
116.85,45615.41,-80.11,-9.661,0.0,45.0,0.3,0,67767.13,660.78
116.9,45611.38,-80.59,-9.661,0.0,45.0,0.3,0,67800.16,660.76
116.95,45607.33,-81.08,-9.661,0.0,45.0,0.3,0,67833.2,660.74
117.0,45603.25,-81.56,-9.661,0.0,45.0,0.3,0,67866.24,660.71
117.05,45599.15,-82.04,-9.661,0.0,45.0,0.3,0,67899.27,660.69
117.1,45595.02,-82.53,-9.661,0.0,45.0,0.3,0,67932.3,660.67
117.15,45590.87,-83.01,-9.661,0.0,45.0,0.3,0,67965.34,660.65
117.2,45586.7,-83.49,-9.661,0.0,45.0,0.3,0,67998.37,660.63
117.25,45582.5,-83.98,-9.66,0.0,45.0,0.3,0,68031.4,660.61
117.3,45578.28,-84.46,-9.66,0.0,45.0,0.3,0,68064.43,660.58
117.35,45574.03,-84.94,-9.66,0.0,45.0,0.3,0,68097.46,660.56
117.4,45569.76,-85.42,-9.66,0.0,45.0,0.3,0,68130.48,660.54
117.45,45565.46,-85.91,-9.66,0.0,45.0,0.3,0,68163.51,660.52
117.5,45561.14,-86.39,-9.66,0.0,45.0,0.3,0,68196.53,660.5
117.55,45556.8,-86.87,-9.66,0.0,45.0,0.3,0,68229.56,660.48
117.6,45552.43,-87.36,-9.66,0.0,45.0,0.3,0,68262.58,660.46
117.65,45548.04,-87.84,-9.66,0.0,45.0,0.3,0,68295.6,660.43
117.7,45543.62,-88.32,-9.66,0.0,45.0,0.3,0,68328.62,660.41
117.75,45539.18,-88.81,-9.66,0.0,45.0,0.3,0,68361.64,660.39
117.8,45534.72,-89.29,-9.66,0.0,45.0,0.3,0,68394.66,660.37
117.85,45530.23,-89.77,-9.66,0.0,45.0,0.3,0,68427.68,660.35
117.9,45525.72,-90.25,-9.659,0.0,45.0,0.3,0,68460.69,660.33
117.95,45521.18,-90.74,-9.659,0.0,45.0,0.3,0,68493.71,660.31
118.0,45516.62,-91.22,-9.659,0.0,45.0,0.3,0,68526.72,660.28
118.05,45512.03,-91.7,-9.659,0.0,45.0,0.3,0,68559.74,660.26
118.1,45507.42,-92.19,-9.659,0.0,45.0,0.3,0,68592.75,660.24
118.15,45502.79,-92.67,-9.659,0.0,45.0,0.3,0,68625.76,660.22
118.2,45498.13,-93.15,-9.659,0.0,45.0,0.3,0,68658.77,660.2
118.25,45493.45,-93.64,-9.658,0.0,45.0,0.3,0,68691.78,660.17
118.3,45488.75,-94.12,-9.658,0.0,45.0,0.3,0,68724.79,660.15
118.35,45484.02,-94.6,-9.658,0.0,45.0,0.3,0,68757.79,660.13
118.4,45479.26,-95.08,-9.657,0.0,45.0,0.3,0,68790.8,660.1
118.45,45474.48,-95.57,-9.657,0.0,45.0,0.3,0,68823.8,660.08
118.5,45469.68,-96.05,-9.657,0.0,45.0,0.3,0,68856.81,660.06
118.55,45464.85,-96.53,-9.657,0.0,45.0,0.3,0,68889.81,660.03
118.6,45460.0,-97.02,-9.657,0.0,45.0,0.3,0,68922.81,660.01
118.65,45455.13,-97.5,-9.657,0.0,45.0,0.3,0,68955.81,659.98
118.7,45450.23,-97.98,-9.657,0.0,45.0,0.3,0,68988.8,659.96
118.75,45445.31,-98.46,-9.657,0.0,45.0,0.3,0,69021.8,659.94
118.8,45440.36,-98.95,-9.657,0.0,45.0,0.3,0,69054.8,659.91
118.85,45435.39,-99.43,-9.657,0.0,45.0,0.3,0,69087.79,659.89
118.9,45430.39,-99.91,-9.657,0.0,45.0,0.3,0,69120.78,659.86
118.95,45425.37,-100.4,-9.656,0.0,45.0,0.3,0,69153.78,659.84
119.0,45420.33,-100.88,-9.656,0.0,45.0,0.3,0,69186.77,659.82
119.05,45415.26,-101.36,-9.656,0.0,45.0,0.3,0,69219.76,659.79
119.1,45410.17,-101.84,-9.656,0.0,45.0,0.3,0,69252.75,659.77
119.15,45405.05,-102.33,-9.656,0.0,45.0,0.3,0,69285.73,659.75
119.2,45399.91,-102.81,-9.656,0.0,45.0,0.3,0,69318.72,659.72
119.25,45394.75,-103.29,-9.656,0.0,45.0,0.3,0,69351.7,659.7
119.3,45389.56,-103.77,-9.656,0.0,45.0,0.3,0,69384.69,659.67
119.35,45384.35,-104.26,-9.656,0.0,45.0,0.3,0,69417.67,659.65
119.4,45379.11,-104.74,-9.656,0.0,45.0,0.3,0,69450.65,659.63
119.45,45373.85,-105.22,-9.655,0.0,45.0,0.3,0,69483.63,659.6
119.5,45368.56,-105.71,-9.655,0.0,45.0,0.3,0,69516.61,659.58
119.55,45363.25,-106.19,-9.655,0.0,45.0,0.3,0,69549.59,659.55
119.6,45357.92,-106.67,-9.655,0.0,45.0,0.3,0,69582.56,659.53
119.65,45352.56,-107.15,-9.655,0.0,45.0,0.3,0,69615.54,659.51
119.7,45347.18,-107.64,-9.655,0.0,45.0,0.3,0,69648.51,659.48
119.75,45341.77,-108.12,-9.655,0.0,45.0,0.3,0,69681.49,659.46
119.8,45336.34,-108.6,-9.655,0.0,45.0,0.3,0,69714.46,659.44
119.85,45330.89,-109.08,-9.655,0.0,45.0,0.3,0,69747.43,659.41
119.9,45325.41,-109.57,-9.654,0.0,45.0,0.3,0,69780.4,659.39
119.95,45319.91,-110.05,-9.654,0.0,45.0,0.3,0,69813.37,659.36
120.0,45314.38,-110.53,-9.654,0.0,45.0,0.3,0,69846.33,659.34
120.05,45308.83,-111.02,-9.654,0.0,45.0,0.3,0,69879.3,659.32
120.1,45303.26,-111.5,-9.654,0.0,45.0,0.3,0,69912.26,659.29
120.15,45297.66,-111.98,-9.654,0.0,45.0,0.3,0,69945.23,659.27
120.2,45292.03,-112.46,-9.654,0.0,45.0,0.3,0,69978.19,659.25
120.25,45286.39,-112.95,-9.654,0.0,45.0,0.3,0,70011.15,659.22
120.3,45280.71,-113.43,-9.654,0.0,45.0,0.3,0,70044.11,659.2
120.35,45275.02,-113.91,-9.653,0.0,45.0,0.3,0,70077.07,659.17
120.4,45269.3,-114.39,-9.653,0.0,45.0,0.3,0,70110.03,659.15
120.45,45263.56,-114.88,-9.653,0.0,45.0,0.3,0,70142.98,659.13
120.5,45257.79,-115.36,-9.653,0.0,45.0,0.3,0,70175.94,659.1
120.55,45252.0,-115.84,-9.653,0.0,45.0,0.3,0,70208.89,659.08
120.6,45246.18,-116.33,-9.653,0.0,45.0,0.3,0,70241.85,659.05
120.65,45240.34,-116.81,-9.653,0.0,45.0,0.3,0,70274.8,659.03
120.7,45234.47,-117.29,-9.653,0.0,45.0,0.3,0,70307.75,659.01
120.75,45228.59,-117.77,-9.653,0.0,45.0,0.3,0,70340.7,658.98
120.8,45222.67,-118.26,-9.652,0.0,45.0,0.3,0,70373.64,658.96
120.85,45216.74,-118.74,-9.652,0.0,45.0,0.3,0,70406.59,658.94
120.9,45210.77,-119.22,-9.652,0.0,45.0,0.3,0,70439.54,658.91
120.95,45204.79,-119.7,-9.652,0.0,45.0,0.3,0,70472.48,658.89
121.0,45198.78,-120.19,-9.652,0.0,45.0,0.3,0,70505.42,658.86
121.05,45192.75,-120.67,-9.652,0.0,45.0,0.3,0,70538.37,658.84
121.1,45186.69,-121.15,-9.652,0.0,45.0,0.3,0,70571.31,658.82
121.15,45180.61,-121.63,-9.652,0.0,45.0,0.3,0,70604.25,658.79
121.2,45174.5,-122.12,-9.651,0.0,45.0,0.3,0,70637.19,658.77
121.25,45168.37,-122.6,-9.651,0.0,45.0,0.3,0,70670.12,658.75
121.3,45162.22,-123.08,-9.651,0.0,45.0,0.3,0,70703.06,658.72
121.35,45156.04,-123.56,-9.651,0.0,45.0,0.3,0,70735.99,658.7
121.4,45149.84,-124.05,-9.651,0.0,45.0,0.3,0,70768.93,658.67
121.45,45143.61,-124.53,-9.651,0.0,45.0,0.3,0,70801.86,658.65
121.5,45137.36,-125.01,-9.651,0.0,45.0,0.3,0,70834.79,658.63
121.55,45131.09,-125.49,-9.651,0.0,45.0,0.3,0,70867.72,658.6
121.6,45124.79,-125.98,-9.65,0.0,45.0,0.3,0,70900.65,658.58
121.65,45118.46,-126.46,-9.65,0.0,45.0,0.3,0,70933.58,658.56
121.7,45112.12,-126.94,-9.65,0.0,45.0,0.3,0,70966.5,658.53
121.75,45105.75,-127.42,-9.65,0.0,45.0,0.3,0,70999.43,658.51
121.8,45099.35,-127.91,-9.65,0.0,45.0,0.3,0,71032.35,658.48
121.85,45092.93,-128.39,-9.65,0.0,45.0,0.3,0,71065.28,658.46
121.9,45086.49,-128.87,-9.65,0.0,45.0,0.3,0,71098.2,658.44
121.95,45080.02,-129.35,-9.65,0.0,45.0,0.3,0,71131.12,658.41
122.0,45073.53,-129.84,-9.649,0.0,45.0,0.3,0,71164.04,658.39
122.05,45067.01,-130.32,-9.649,0.0,45.0,0.3,0,71196.96,658.37
122.1,45060.47,-130.8,-9.649,0.0,45.0,0.3,0,71229.88,658.34
122.15,45053.91,-131.28,-9.649,0.0,45.0,0.3,0,71262.79,658.32
122.2,45047.32,-131.77,-9.649,0.0,45.0,0.3,0,71295.71,658.29
122.25,45040.71,-132.25,-9.649,0.0,45.0,0.3,0,71328.62,658.27
122.3,45034.07,-132.73,-9.649,0.0,45.0,0.3,0,71361.53,658.25
122.35,45027.41,-133.21,-9.649,0.0,45.0,0.3,0,71394.44,658.22
122.4,45020.72,-133.7,-9.648,0.0,45.0,0.3,0,71427.35,658.2
122.45,45014.02,-134.18,-9.648,0.0,45.0,0.3,0,71460.26,658.18
122.5,45007.28,-134.66,-9.648,0.0,45.0,0.3,0,71493.17,658.15
122.55,45000.53,-135.14,-9.648,0.0,45.0,0.3,0,71526.08,658.13
122.6,44993.74,-135.63,-9.648,0.0,45.0,0.3,0,71558.98,658.11
122.65,44986.94,-136.11,-9.648,0.0,45.0,0.3,0,71591.89,658.08
122.7,44980.11,-136.59,-9.648,0.0,45.0,0.3,0,71624.79,658.06
122.75,44973.26,-137.07,-9.647,0.0,45.0,0.3,0,71657.69,658.03
122.8,44966.38,-137.56,-9.647,0.0,45.0,0.3,0,71690.59,658.01
122.85,44959.48,-138.04,-9.647,0.0,45.0,0.3,0,71723.49,657.99
122.9,44952.55,-138.52,-9.647,0.0,45.0,0.3,0,71756.39,657.96
122.95,44945.6,-139.0,-9.647,0.0,45.0,0.3,0,71789.28,657.94
123.0,44938.63,-139.48,-9.647,0.0,45.0,0.3,0,71822.18,657.92
123.05,44931.63,-139.97,-9.647,0.0,45.0,0.3,0,71855.08,657.89
123.1,44924.6,-140.45,-9.647,0.0,45.0,0.3,0,71887.97,657.87
123.15,44917.56,-140.93,-9.646,0.0,45.0,0.3,0,71920.86,657.84
123.2,44910.49,-141.41,-9.646,0.0,45.0,0.3,0,71953.75,657.82
123.25,44903.39,-141.9,-9.646,0.0,45.0,0.3,0,71986.64,657.8
123.3,44896.27,-142.38,-9.646,0.0,45.0,0.3,0,72019.53,657.77
123.35,44889.13,-142.86,-9.646,0.0,45.0,0.3,0,72052.42,657.75
123.4,44881.96,-143.34,-9.646,0.0,45.0,0.3,0,72085.3,657.73
123.45,44874.77,-143.83,-9.646,0.0,45.0,0.3,0,72118.19,657.7
123.5,44867.56,-144.31,-9.645,0.0,45.0,0.3,0,72151.07,657.68
123.55,44860.32,-144.79,-9.645,0.0,45.0,0.3,0,72183.96,657.65
123.6,44853.05,-145.27,-9.645,0.0,45.0,0.3,0,72216.84,657.63
123.65,44845.77,-145.75,-9.645,0.0,45.0,0.3,0,72249.72,657.61
123.7,44838.45,-146.24,-9.645,0.0,45.0,0.3,0,72282.6,657.58
123.75,44831.12,-146.72,-9.645,0.0,45.0,0.3,0,72315.47,657.56
123.8,44823.76,-147.2,-9.645,0.0,45.0,0.3,0,72348.35,657.54
123.85,44816.37,-147.68,-9.644,0.0,45.0,0.3,0,72381.23,657.51
123.9,44808.97,-148.17,-9.644,0.0,45.0,0.3,0,72414.1,657.49
123.95,44801.53,-148.65,-9.644,0.0,45.0,0.3,0,72446.98,657.47
124.0,44794.08,-149.13,-9.644,0.0,45.0,0.3,0,72479.85,657.44
124.05,44786.6,-149.61,-9.644,0.0,45.0,0.3,0,72512.72,657.42
124.1,44779.09,-150.09,-9.644,0.0,45.0,0.3,0,72545.59,657.39
124.15,44771.56,-150.58,-9.643,0.0,45.0,0.3,0,72578.46,657.37
124.2,44764.01,-151.06,-9.643,0.0,45.0,0.3,0,72611.32,657.35
124.25,44756.43,-151.54,-9.643,0.0,45.0,0.3,0,72644.19,657.32
124.3,44748.83,-152.02,-9.643,0.0,45.0,0.3,0,72677.06,657.3
124.35,44741.21,-152.51,-9.643,0.0,45.0,0.3,0,72709.92,657.28
124.4,44733.56,-152.99,-9.643,0.0,45.0,0.3,0,72742.78,657.25
124.45,44725.88,-153.47,-9.643,0.0,45.0,0.3,0,72775.64,657.23
124.5,44718.19,-153.95,-9.642,0.0,45.0,0.3,0,72808.5,657.21
124.55,44710.46,-154.43,-9.642,0.0,45.0,0.3,0,72841.36,657.18
124.6,44702.72,-154.92,-9.642,0.0,45.0,0.3,0,72874.22,657.16
124.65,44694.95,-155.4,-9.642,0.0,45.0,0.3,0,72907.08,657.13
124.7,44687.15,-155.88,-9.642,0.0,45.0,0.3,0,72939.93,657.11
124.75,44679.34,-156.36,-9.642,0.0,45.0,0.3,0,72972.79,657.09
124.8,44671.49,-156.84,-9.642,0.0,45.0,0.3,0,73005.64,657.06
124.85,44663.63,-157.33,-9.641,0.0,45.0,0.3,0,73038.49,657.04
124.9,44655.74,-157.81,-9.641,0.0,45.0,0.3,0,73071.34,657.02
124.95,44647.82,-158.29,-9.641,0.0,45.0,0.3,0,73104.19,656.99
125.0,44639.88,-158.77,-9.641,0.0,45.0,0.3,0,73137.04,656.97
125.05,44631.92,-159.25,-9.641,0.0,45.0,0.3,0,73169.89,656.95
125.1,44623.93,-159.74,-9.641,0.0,45.0,0.3,0,73202.73,656.92
125.15,44615.92,-160.22,-9.64,0.0,45.0,0.3,0,73235.58,656.9
125.2,44607.89,-160.7,-9.64,0.0,45.0,0.3,0,73268.42,656.87
125.25,44599.83,-161.18,-9.64,0.0,45.0,0.3,0,73301.27,656.85
125.3,44591.75,-161.66,-9.64,0.0,45.0,0.3,0,73334.11,656.83
125.35,44583.64,-162.15,-9.64,0.0,45.0,0.3,0,73366.95,656.8
125.4,44575.51,-162.63,-9.64,0.0,45.0,0.3,0,73399.79,656.78
125.45,44567.35,-163.11,-9.639,0.0,45.0,0.3,0,73432.62,656.76
125.5,44559.17,-163.59,-9.639,0.0,45.0,0.3,0,73465.46,656.73
125.55,44550.97,-164.07,-9.639,0.0,45.0,0.3,0,73498.3,656.71
125.6,44542.74,-164.56,-9.639,0.0,45.0,0.3,0,73531.13,656.69
125.65,44534.49,-165.04,-9.639,0.0,45.0,0.3,0,73563.96,656.66
125.7,44526.21,-165.52,-9.639,0.0,45.0,0.3,0,73596.8,656.64
125.75,44517.91,-166.0,-9.638,0.0,45.0,0.3,0,73629.63,656.61
125.8,44509.59,-166.48,-9.638,0.0,45.0,0.3,0,73662.46,656.59
125.85,44501.24,-166.97,-9.638,0.0,45.0,0.3,0,73695.28,656.57
125.9,44492.87,-167.45,-9.638,0.0,45.0,0.3,0,73728.11,656.54
125.95,44484.47,-167.93,-9.634,0.0,45.0,0.3,0,73760.94,656.52
126.0,44476.05,-168.41,-9.634,0.0,45.0,0.3,0,73793.76,656.49
126.05,44467.61,-168.89,-9.633,0.0,45.0,0.3,0,73826.59,656.47
126.1,44459.14,-169.37,-9.633,0.0,45.0,0.3,0,73859.41,656.44
126.15,44450.64,-169.86,-9.633,0.0,45.0,0.3,0,73892.23,656.41
126.2,44442.13,-170.34,-9.633,0.0,45.0,0.3,0,73925.05,656.39
126.25,44433.59,-170.82,-9.633,0.0,45.0,0.3,0,73957.87,656.36
126.3,44425.02,-171.3,-9.633,0.0,45.0,0.3,0,73990.68,656.34
126.35,44416.43,-171.78,-9.632,0.0,45.0,0.3,0,74023.5,656.31
126.4,44407.82,-172.26,-9.632,0.0,45.0,0.3,0,74056.31,656.28
126.45,44399.18,-172.75,-9.632,0.0,45.0,0.3,0,74089.12,656.26
126.5,44390.52,-173.23,-9.632,0.0,45.0,0.3,0,74121.94,656.23
126.55,44381.83,-173.71,-9.632,0.0,45.0,0.3,0,74154.75,656.21
126.6,44373.12,-174.19,-9.631,0.0,45.0,0.3,0,74187.56,656.18
126.65,44364.39,-174.67,-9.631,0.0,45.0,0.3,0,74220.36,656.15
126.7,44355.63,-175.15,-9.631,0.0,45.0,0.3,0,74253.17,656.13
126.75,44346.85,-175.64,-9.631,0.0,45.0,0.3,0,74285.97,656.1
126.8,44338.05,-176.12,-9.631,0.0,45.0,0.3,0,74318.78,656.08
126.85,44329.22,-176.6,-9.63,0.0,45.0,0.3,0,74351.58,656.05
126.9,44320.36,-177.08,-9.63,0.0,45.0,0.3,0,74384.38,656.02
126.95,44311.48,-177.56,-9.63,0.0,45.0,0.3,0,74417.18,656.0
127.0,44302.58,-178.04,-9.63,0.0,45.0,0.3,0,74449.98,655.97
127.05,44293.66,-178.52,-9.63,0.0,45.0,0.3,0,74482.78,655.95
127.1,44284.71,-179.01,-9.629,0.0,45.0,0.3,0,74515.57,655.92
127.15,44275.73,-179.49,-9.629,0.0,45.0,0.3,0,74548.37,655.89
127.2,44266.73,-179.97,-9.629,0.0,45.0,0.3,0,74581.16,655.87
127.25,44257.71,-180.45,-9.629,0.0,45.0,0.3,0,74613.95,655.84
127.3,44248.66,-180.93,-9.629,0.0,45.0,0.3,0,74646.75,655.82
127.35,44239.59,-181.41,-9.628,0.0,45.0,0.3,0,74679.53,655.79
127.4,44230.5,-181.89,-9.628,0.0,45.0,0.3,0,74712.32,655.76
127.45,44221.38,-182.38,-9.628,0.0,45.0,0.3,0,74745.11,655.74
127.5,44212.24,-182.86,-9.628,0.0,45.0,0.3,0,74777.9,655.71
127.55,44203.07,-183.34,-9.628,0.0,45.0,0.3,0,74810.68,655.69
127.6,44193.88,-183.82,-9.627,0.0,45.0,0.3,0,74843.46,655.66
127.65,44184.66,-184.3,-9.627,0.0,45.0,0.3,0,74876.24,655.63
127.7,44175.42,-184.78,-9.627,0.0,45.0,0.3,0,74909.03,655.61
127.75,44166.16,-185.26,-9.627,0.0,45.0,0.3,0,74941.8,655.58
127.8,44156.87,-185.75,-9.627,0.0,45.0,0.3,0,74974.58,655.56
127.85,44147.56,-186.23,-9.626,0.0,45.0,0.3,0,75007.36,655.53
127.9,44138.23,-186.71,-9.626,0.0,45.0,0.3,0,75040.13,655.51
127.95,44128.87,-187.19,-9.626,0.0,45.0,0.3,0,75072.91,655.48
128.0,44119.48,-187.67,-9.626,0.0,45.0,0.3,0,75105.68,655.45
128.05,44110.08,-188.15,-9.625,0.0,45.0,0.3,0,75138.45,655.43
128.1,44100.64,-188.63,-9.625,0.0,45.0,0.3,0,75171.22,655.4
128.15,44091.19,-189.11,-9.625,0.0,45.0,0.3,0,75203.99,655.38
128.2,44081.71,-189.6,-9.625,0.0,45.0,0.3,0,75236.76,655.35
128.25,44072.21,-190.08,-9.625,0.0,45.0,0.3,0,75269.52,655.32
128.3,44062.68,-190.56,-9.624,0.0,45.0,0.3,0,75302.29,655.3
128.35,44053.13,-191.04,-9.624,0.0,45.0,0.3,0,75335.05,655.27
128.4,44043.55,-191.52,-9.624,0.0,45.0,0.3,0,75367.82,655.25
128.45,44033.95,-192.0,-9.624,0.0,45.0,0.3,0,75400.58,655.22
128.5,44024.32,-192.48,-9.624,0.0,45.0,0.3,0,75433.34,655.19
128.55,44014.68,-192.96,-9.623,0.0,45.0,0.3,0,75466.09,655.17
128.6,44005.0,-193.45,-9.623,0.0,45.0,0.3,0,75498.85,655.14
128.65,43995.31,-193.93,-9.623,0.0,45.0,0.3,0,75531.61,655.12
128.7,43985.59,-194.41,-9.623,0.0,45.0,0.3,0,75564.36,655.09
128.75,43975.84,-194.89,-9.622,0.0,45.0,0.3,0,75597.12,655.06
128.8,43966.07,-195.37,-9.622,0.0,45.0,0.3,0,75629.87,655.04
128.85,43956.28,-195.85,-9.622,0.0,45.0,0.3,0,75662.62,655.01
128.9,43946.47,-196.33,-9.622,0.0,45.0,0.3,0,75695.37,654.99
128.95,43936.63,-196.81,-9.622,0.0,45.0,0.3,0,75728.12,654.96
129.0,43926.76,-197.29,-9.621,0.0,45.0,0.3,0,75760.86,654.94
129.05,43916.87,-197.78,-9.621,0.0,45.0,0.3,0,75793.61,654.91
129.1,43906.96,-198.26,-9.621,0.0,45.0,0.3,0,75826.35,654.88
129.15,43897.02,-198.74,-9.621,0.0,45.0,0.3,0,75859.09,654.86
129.2,43887.06,-199.22,-9.62,0.0,45.0,0.3,0,75891.84,654.83
129.25,43877.08,-199.7,-9.62,0.0,45.0,0.3,0,75924.58,654.81
129.3,43867.07,-200.18,-9.62,0.0,45.0,0.3,0,75957.32,654.78
129.35,43857.03,-200.66,-9.62,0.0,45.0,0.3,0,75990.05,654.75
129.4,43846.98,-201.14,-9.62,0.0,45.0,0.3,0,76022.79,654.73
129.45,43836.9,-201.62,-9.619,0.0,45.0,0.3,0,76055.52,654.7
129.5,43826.79,-202.1,-9.619,0.0,45.0,0.3,0,76088.26,654.68
129.55,43816.66,-202.59,-9.619,0.0,45.0,0.3,0,76120.99,654.65
129.6,43806.51,-203.07,-9.619,0.0,45.0,0.3,0,76153.72,654.62
129.65,43796.33,-203.55,-9.618,0.0,45.0,0.3,0,76186.45,654.6
129.7,43786.13,-204.03,-9.618,0.0,45.0,0.3,0,76219.18,654.57
129.75,43775.9,-204.51,-9.618,0.0,45.0,0.3,0,76251.91,654.55
129.8,43765.65,-204.99,-9.618,0.0,45.0,0.3,0,76284.63,654.52
129.85,43755.38,-205.47,-9.618,0.0,45.0,0.3,0,76317.36,654.5
129.9,43745.08,-205.95,-9.617,0.0,45.0,0.3,0,76350.08,654.47
129.95,43734.76,-206.43,-9.617,0.0,45.0,0.3,0,76382.8,654.44
130.0,43724.42,-206.91,-9.617,0.0,45.0,0.3,0,76415.53,654.42
130.05,43714.05,-207.39,-9.617,0.0,45.0,0.3,0,76448.24,654.39
130.1,43703.65,-207.87,-9.616,0.0,45.0,0.3,0,76480.96,654.37
130.15,43693.23,-208.36,-9.616,0.0,45.0,0.3,0,76513.68,654.34
130.2,43682.79,-208.84,-9.616,0.0,45.0,0.3,0,76546.4,654.31
130.25,43672.33,-209.32,-9.616,0.0,45.0,0.3,0,76579.11,654.29
130.3,43661.84,-209.8,-9.615,0.0,45.0,0.3,0,76611.82,654.26
130.35,43651.32,-210.28,-9.615,0.0,45.0,0.3,0,76644.54,654.24
130.4,43640.79,-210.76,-9.615,0.0,45.0,0.3,0,76677.25,654.21
130.45,43630.22,-211.24,-9.615,0.0,45.0,0.3,0,76709.96,654.19
130.5,43619.64,-211.72,-9.614,0.0,45.0,0.3,0,76742.66,654.16
130.55,43609.03,-212.2,-9.614,0.0,45.0,0.3,0,76775.37,654.13
130.6,43598.39,-212.68,-9.614,0.0,45.0,0.3,0,76808.08,654.11
130.65,43587.73,-213.16,-9.614,0.0,45.0,0.3,0,76840.78,654.08
130.7,43577.05,-213.64,-9.614,0.0,45.0,0.3,0,76873.48,654.06
130.75,43566.35,-214.12,-9.613,0.0,45.0,0.3,0,76906.18,654.03
130.8,43555.62,-214.6,-9.613,0.0,45.0,0.3,0,76938.88,654.0
130.85,43544.86,-215.09,-9.613,0.0,45.0,0.3,0,76971.58,653.98
130.9,43534.08,-215.57,-9.613,0.0,45.0,0.3,0,77004.28,653.95
130.95,43523.28,-216.05,-9.612,0.0,45.0,0.3,0,77036.98,653.93
131.0,43512.45,-216.53,-9.612,0.0,45.0,0.3,0,77069.67,653.9
131.05,43501.6,-217.01,-9.612,0.0,45.0,0.3,0,77102.37,653.88
